task_code,status_code,wbs_id,task_name,start_date,end_date,user_field_833,delete_record_flag,,
MM00100,Completed,LINXS-191113-2-Des.M.M,Selection Notice,3/19/2018 08:00,,,,,
MM00230,Not Started,LINXS-191113-2-Des.M.M,Passenger Service Availabilty (PSA),,3/30/2023 17:00,,,,
MM00120,Completed,LINXS-191113-2-Des.M.M,CEO Recommendation for Agreement Award,,2/21/2018 17:00,,,,
MM00130,Completed,LINXS-191113-2-Des.M.M,Developer Commercial Close Deadline,,4/2/2018 08:00,,,,
MM00140,Completed,LINXS-191113-2-Des.M.M,Board of Airport Commissioners Approval Award Recommendation,,4/5/2018 00:00,,,,
MM00160,Completed,LINXS-191113-2-Des.M.M,City Council Approval,,4/11/2018 00:00,,,,
MM00150,Completed,LINXS-191113-2-Des.M.M,Commercial Close,,4/11/2018 00:00,,,,
MM00180,Completed,LINXS-191113-2-Des.M.M,Notice to Proceed 1 (NTP 1),,7/11/2018 00:00,,,,
MM00190,Completed,LINXS-191113-2-Des.M.M,Notice to Proceed 2 (NTP 2),,1/16/2019 08:00,,,,
MM00165,Completed,LINXS-191113-2-Des.M.M,Financial Close Deadline,,7/16/2018 17:00,,,,
MM00250,Not Started,LINXS-191113-2-Des.M.M,Adverse Weather - Final Completion,,9/12/2023 17:00,,,,
MC00110,Completed,LINXS-191113-2-Des.M.C,Project Work Initiation Meeting,,6/18/2018 17:00,,,,
MC00120,Completed,LINXS-191113-2-Des.M.C,Design Initiation Meeting,,7/20/2018 17:00,,,,
MC00130,Completed,LINXS-191113-2-Des.M.C,Construction Initiation Meeting,,4/1/2018 08:00,,,,
MC00140,Completed,LINXS-191113-2-Des.M.C,Quality Work Initiation Meeting,,8/3/2018 17:00,,,,
MC00150,Completed,LINXS-191113-2-Des.M.C,Safety and Security Work Initiation Meeting,,10/3/2018 00:00,,,,
MC00160,Completed,LINXS-191113-2-Des.M.C,Environmental Work Initiation Meeting,,7/13/2018 17:00,,,,
MC00170,Completed,LINXS-191113-2-Des.M.C,Revised Project Schedule,,6/27/2018 17:00,,,,
MC00180,Completed,LINXS-191113-2-Des.M.C,Baseline Schedule Approved,,12/21/2018 17:00,,,,
KPI1000,Not Started,LINXS-191113-2-Des.4.K,KPI - OS and Vehicle - APM Vehicle Design Complete,,12/10/2019 17:00,,,,
KPI1010,Not Started,LINXS-191113-2-Des.4.K,KPI - OS and Vehicle - OS System Design Complete,,12/10/2019 17:00,,,,
KPI1020,Not Started,LINXS-191113-2-Des.4.K,KPI - OS and Vehicle - First Article Vehicle Inspection & Testing Complete,,6/30/2020 17:00,,,,
KPI1030,Not Started,LINXS-191113-2-Des.4.K,KPI - OS and Vehicle - Vehicle Manufacturing Complete,,3/19/2021 17:00,,,,
KPI1040,Not Started,LINXS-191113-2-Des.4.K,KPI - OS and Vehicle - Vehicle Delivery Complete,,10/28/2021 17:00,,,,
KPI1050,Not Started,LINXS-191113-2-Des.4.K,KPI - OS and Vehicle - Begin Vehicle Testing @ Site,,3/24/2022 17:00,,,,
KPI2100,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA West Station Substructure Design Complete,,12/13/2019 17:00,,,,
KPI2010,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA West Station Superstructure Design Complete,,1/2/2020 08:00,,,,
KPI2030,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA West Station Architectural Design Complete,,1/2/2020 08:00,,,,
KPI2200,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA Center Substructure Design Complete,,1/6/2020 17:00,,,,
KPI2210,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA Center Superstructure Design Complete,,12/30/2019 17:00,,,,
KPI2230,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA Center Architectural Design Complete,,1/6/2020 17:00,,,,
KPI2300,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA East Substructure Design Complete,,11/4/2019 08:00,,,,
KPI2310,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA East Superstructure Design Complete,,12/24/2019 17:00,,,,
KPI2330,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - CTA East Architectural Design Complete,,11/4/2019 08:00,,,,
KPI2400,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - ITF West Substructure Design Complete,,11/4/2019 08:00,,,,
KPI2410,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - ITF West Superstructure Design Complete,,12/6/2019 17:00,,,,
KPI2430,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - ITF West Architectural Design Complete,,11/15/2019 17:00,,,,
KPI2510,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - ITF East Substructure Design Complete,,2/6/2020 17:00,,,,
KPI2520,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - ITF East Superstructure Design Complete,,2/6/2020 17:00,,,,
KPI2540,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Stations - ITF East Architectural Design Complete,,1/10/2020 17:00,,,,
KPI2600,Completed,LINXS-191113-2-Des.4.K,KPI - Design - MS&F - M&SF Basis of Design Complete,,10/19/2018 00:00,,,,
KPI2620,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - MS&F - MS&F Design Complete,,11/18/2019 17:00,,,,
KPI2700,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Garages - Parking Garages Basis of Design Complete,,1/13/2020 17:00,,,,
KPI2710,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Garages - Parking Garages Substructure Design Complete,,1/13/2020 17:00,,,,
KPI2720,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Garages - Parking Garages Superstructure Design Complete,,1/13/2020 17:00,,,,
KPI2740,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Garages - Parking Garages - Architectural Design Complete,,12/24/2019 17:00,,,,
KPI3000,Completed,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Basis of Design Complete,,10/22/2018 00:00,,,,
KPI3100,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Foundations Design Complete - Area 1,,5/7/2020 17:00,,,,
KPI3110,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Substructure Design Complete - Area 1,,5/7/2020 17:00,,,,
KPI3120,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Superstructure Design Complete - Area 1,,5/7/2020 17:00,,,,
KPI3130,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Equipment Design Complete - Area 1,,5/7/2020 17:00,,,,
KPI3200,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Foundations Design Complete - Area 2,,12/2/2019 17:00,,,,
KPI3210,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Substructure Design Complete - Area 2,,12/2/2019 17:00,,,,
KPI3220,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Superstructure Design Complete - Area 2,,12/2/2019 17:00,,,,
KPI3230,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Equipment Design Complete - Area 2,,12/2/2019 17:00,,,,
KPI3300,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Foundations Design Complete - Area 3,,3/13/2020 17:00,,,,
KPI3310,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Substructure Design Complete - Area 3,,3/13/2020 17:00,,,,
KPI3320,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Superstructure Design Complete - Area 3,,3/13/2020 17:00,,,,
KPI3340,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Guideways - Guideway Equipment Design Complete - Area 3,,3/13/2020 17:00,,,,
KPI4000,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Roadways - 96th Street Design Complete,,2/21/2020 17:00,,,,
KPI4010,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Roadways - A Street Design Complete,,1/6/2020 17:00,,,,
KPI4020,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Roadways - D Street Design Complete,,1/24/2020 17:00,,,,
KPI4030,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Roadways - Aviation Blvd Design Complete,,4/21/2020 17:00,,,,
KPI4040,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Roadways - Concourse Way Design Complete,,3/24/2020 17:00,,,,
KPI4050,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Roadways - Century Blvd Design Complete,,1/2/2020 08:00,,,,
KPI4060,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Roadways - CTA Roadways Street Design Complete,,4/13/2020 17:00,,,,
KPI5000,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Utilities - Utility Relocations Design Complete - Area 1,,11/19/2019 17:00,,,,
KPI5010,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Utilities - Utility Relocations Design Complete - Area 2,,1/28/2020 17:00,,,,
KPI5020,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Utilities - Utility Relocations Design Complete - Area 3,,11/25/2019 17:00,,,,
KPI5030,Not Started,LINXS-191113-2-Des.4.K,KPI - Design - Utilities - Utility Relocations Design Complete - Area 4,,4/8/2020 17:00,,,,
KPI6000,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station Foundations Complete,,6/3/2020 17:00,,,,
KPI6010,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station Steel Erection Complete,,9/14/2021 17:00,,,,
KPI6020,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station Building Envelope Complete,,3/23/2022 17:00,,,,
KPI6030,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station Systems Rough-In Complete,,3/11/2022 17:00,,,,
KPI6040,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station Elevators & Escalators Ready for Testing,,11/4/2019 08:00,,,,
KPI6050,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station OS Fitout Complete,,11/4/2019 08:00,,,,
KPI6060,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station Permanent Power Available,,11/19/2021 17:00,,,,
KPI6070,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA West Station IT & OS Rooms Complete,,4/26/2022 17:00,,,,
KPI6090,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Stations - CTA West Station Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI6100,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station Foundations Complete,,3/18/2020 17:00,,,,
KPI6110,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station Steel Erection Complete,,11/4/2019 08:00,,,,
KPI6120,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station Building Envelope Complete,,11/4/2019 08:00,,,,
KPI6130,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station Systems Rough-In Complete,,4/9/2021 17:00,,,,
KPI6140,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station Elevators & Escalators Ready for Testing,,11/4/2019 08:00,,,,
KPI6150,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station OS Fitout Complete,,11/4/2019 08:00,,,,
KPI6160,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station Permanent Power Available,,11/4/2019 08:00,,,,
KPI6170,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA Center Station IT & OS Rooms Complete,,11/4/2019 08:00,,,,
KPI6180,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Stations - CTA Center Station Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI6200,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station Foundations Complete,,12/19/2019 17:00,,,,
KPI6210,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station Steel Erection Complete,,11/4/2019 08:00,,,,
KPI6220,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station Building Envelope Complete,,11/4/2019 08:00,,,,
KPI6230,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station Systems Rough-In Complete,,12/14/2021 17:00,,,,
KPI6240,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station Elevators & Escalators Ready for Testing,,11/4/2019 08:00,,,,
KPI6250,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station OS Fitout Complete,,11/4/2019 08:00,,,,
KPI6260,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - TPSS #1 Ready for Power,,7/14/2021 17:00,,,,
KPI6270,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station Permanent Power Available,,11/4/2019 08:00,,,,
KPI6280,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - CTA East Station IT & OS Rooms Complete,,11/4/2019 08:00,,,,
KPI6290,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Stations - CTA East Station Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI6300,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF West Station Foundations Complete,,11/21/2019 17:00,,,,
KPI6310,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF West Station Steel Erection Complete,,11/4/2019 08:00,,,,
KPI6320,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF West Station Building Envelope Complete,,11/4/2019 08:00,,,,
KPI6330,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations -  ITF West Station Systems Rough-In Complete,,11/4/2019 08:00,,,,
KPI6340,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF West Station OS Fitout Complete,,11/4/2019 08:00,,,,
KPI6350,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF West Station Elevators & Escalators Ready for Testing,,11/4/2019 08:00,,,,
KPI6360,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF West Station - Permanent Power Available,,11/4/2019 08:00,,,,
KPI6370,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF West Station - IT & OS Rooms Complete,,11/4/2019 08:00,,,,
KPI6380,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Stations - ITF West Station Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI6400,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station Foundations Complete,,4/14/2020 17:00,,,,
KPI6410,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station Steel Erection Complete,,7/12/2021 17:00,,,,
KPI6420,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station Building Envelope Complete,,10/28/2020 17:00,,,,
KPI6430,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station Systems Rough-In Complete,,10/20/2021 17:00,,,,
KPI6440,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station OS Fitout Complete,,11/4/2019 08:00,,,,
KPI6450,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station Elevators & Escalators Ready for Testing,,8/24/2021 17:00,,,,
KPI6460,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station - Permanent Power Available,,11/11/2021 17:00,,,,
KPI6470,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Stations - ITF East Station - IT & OS Rooms Complete,,2/7/2022 17:00,,,,
KPI6480,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Stations - ITF East Station Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI6500,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - CONRAC - CONRAC Station Ready for OS Fitout,,8/2/2021 08:00,,,,
KPI6510,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - CONRAC - CONRAC Station OS Fitout Complete,,11/4/2019 08:00,,,,
KPI6520,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - CONRAC - CONRAC Station MEP Systems Complete,,11/16/2021 17:00,,,,
KPI6540,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - CONRAC - CONRAC Station IT & OS Rooms Complete,,12/2/2021 17:00,,,,
KPI6550,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - CONRAC - CONRAC Station Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI6600,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF Foundations Complete,,3/6/2020 17:00,,,,
KPI6610,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF Steel Erection Complete,,9/15/2020 17:00,,,,
KPI6620,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF Building Envelope Complete,,10/21/2020 17:00,,,,
KPI6630,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF Systems Rough-In Complete,,2/11/2021 17:00,,,,
KPI6640,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF Elevators Ready for Testing,,6/8/2021 17:00,,,,
KPI6650,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF OS & Equipment Fitout Complete,,11/4/2019 08:00,,,,
KPI6660,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - ITFE - TPSS #3 Ready,,8/11/2021 17:00,,,,
KPI6670,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF Permanent Power Available,,5/20/2021 17:00,,,,
KPI6680,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF IT & OS Rooms Complete,,12/13/2021 17:00,,,,
KPI6690,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - M&SF Control Center Complete,,6/1/2021 17:00,,,,
KPI6700,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - MS&F - Train Wash Building Complete,,2/26/2021 17:00,,,,
KPI6710,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - MS&F - M&SF Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI7000,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Roadways - 96th Street Construction Complete,,6/13/2022 17:00,,,,
KPI7010,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Roadways - A Street Construction Complete,,10/26/2021 17:00,,,,
KPI7020,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Roadways - D Street Construction Complete,,12/13/2021 17:00,,,,
KPI7030,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Roadways - Aviation Blvd Construction Complete,,1/11/2023 17:00,,,,
KPI7050,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Roadways - Century Blvd Construction Complete,,7/24/2020 17:00,,,,
KPI7060,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Roadways - CTA Roadways Street Construction Complete,,4/21/2023 17:00,,,,
KPI7070,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Roadways - New Upper West Way Complete,,3/9/2022 17:00,,,,
KPI8000,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 0.5 Foundations Complete,,8/14/2020 17:00,,,,
KPI8010,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 0.5 Columns Complete,,2/10/2021 17:00,,,,
KPI8020,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 0.5 Superstructure Complete,,3/31/2021 17:00,,,,
KPI8030,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 0.5 Building Envelope Complete,,8/17/2021 17:00,,,,
KPI8040,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 0.5 Systems Rough-In Complete,,6/8/2021 17:00,,,,
KPI8050,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 0.5 Moving Walkway Complete,,8/24/2021 17:00,,,,
KPI8060,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Ped Walkways - PW 0.5 Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI8100,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 1.5 Foundations Complete,,9/1/2020 17:00,,,,
KPI8110,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 1.5 Columns Complete,,9/17/2020 17:00,,,,
KPI8120,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - TVC 1.5 Ready for Ped Walkway Connection,,1/4/2022 08:00,,,,
KPI8130,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 1.5 Superstructure Complete,,12/2/2020 17:00,,,,
KPI8140,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 1.5 Building Envelope Complete,,7/19/2022 17:00,,,,
KPI8150,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 1.5 Systems Rough-In Complete,,11/30/2020 17:00,,,,
KPI8160,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 1.5 Moving Walkway Complete,,2/9/2021 17:00,,,,
KPI8170,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Ped Walkways - PW 1.5 Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI8200,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 2.5 Foundations Complete,,10/9/2020 17:00,,,,
KPI8210,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 2.5 Columns Complete,,10/26/2020 17:00,,,,
KPI8220,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - TVC 2.5 Ready for Ped Walkway Connection,,1/4/2022 08:00,,,,
KPI8230,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 2.5 Superstructure Complete,,12/29/2020 17:00,,,,
KPI8240,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 2.5 Building Envelope Complete,,7/11/2022 17:00,,,,
KPI8250,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 2.5 Systems Rough-In Complete,,8/3/2022 17:00,,,,
KPI8260,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 2.5 Moving Walkway Complete,,4/6/2021 17:00,,,,
KPI8270,Not Started,LINXS-191113-2-Des.4.K,"KPI - Construction - Ped Walkways - PW 2.5 Startup, Testing & Commissioning Complete",,11/4/2019 08:00,,,,
KPI8300,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 3 Foundations Complete,,9/9/2020 17:00,,,,
KPI8310,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 3 Columns Complete,,9/18/2020 17:00,,,,
KPI8320,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - TVC 3.0 Ready for Ped Walkway Connection,,1/4/2022 08:00,,,,
KPI8330,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 3 Superstructure Complete,,3/29/2022 17:00,,,,
KPI8340,Not Started,LINXS-191113-2-Des.4.K,KPI - Construction - Ped Walkways - PW 3 Building Envelope Complete,,7/11/2022 17:00,,,,
